"odor","anexacao_lamelas","espacamento_lamelas","tamanho_lamelas","cor_lamelas","forma_caule","venenoso"
"cheiro_ruim","livres","proximas","largas","rosa","afunilando","venenoso"
"cheiro_ruim","livres","proximas","largas","rosa","afunilando","venenoso"
"cheiro_ruim","livres","proximas","largas","rosa","afunilando","venenoso"
"peixe","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"sem_odor","livres","proximas","largas","vermelho","alargando","comestivel"
"sem_odor","livres","proximas","largas","branco","alargando","comestivel"
"sem_odor","livres","proximas","largas","branco","alargando","comestivel"
"cheiro_ruim","livres","proximas","largas","chocolate","afunilando","venenoso"
"cheiro_ruim","livres","proximas","largas","rosa","alargando","venenoso"
"peixe","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"sem_odor","livres","aglomeradas","estreitas","branco","alargando","venenoso"
"cheiro_ruim","livres","proximas","largas","rosa","afunilando","venenoso"
"cheiro_ruim","livres","proximas","largas","branco","afunilando","venenoso"
"peixe","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"cheiro_ruim","livres","proximas","largas","branco","afunilando","venenoso"
"picante","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"sem_odor","livres","proximas","largas","vermelho","alargando","comestivel"
"sem_odor","livres","proximas","estreitas","chocolate","alargando","comestivel"
"cheiro_ruim","livres","proximas","largas","chocolate","alargando","venenoso"
"peixe","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"cheiro_ruim","livres","proximas","largas","cinza","alargando","venenoso"
"picante","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"cheiro_ruim","livres","proximas","largas","chocolate","afunilando","venenoso"
"picante","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"sem_odor","livres","aglomeradas","estreitas","branco","alargando","comestivel"
"cheiro_ruim","livres","proximas","largas","rosa","afunilando","venenoso"
"cheiro_ruim","livres","proximas","largas","rosa","alargando","venenoso"
"sem_odor","livres","proximas","largas","vermelho","alargando","comestivel"
"sem_odor","livres","proximas","largas","verde","alargando","venenoso"
"cheiro_ruim","livres","proximas","largas","chocolate","alargando","venenoso"
"sem_odor","livres","proximas","estreitas","chocolate","alargando","comestivel"
"cheiro_ruim","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"peixe","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"cheiro_ruim","livres","proximas","largas","rosa","afunilando","venenoso"
"cheiro_ruim","livres","proximas","largas","cinza","alargando","venenoso"
"cheiro_ruim","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"sem_odor","livres","proximas","largas","vermelho","alargando","comestivel"
"cheiro_ruim","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"sem_odor","livres","proximas","largas","branco","alargando","comestivel"
"sem_odor","livres","proximas","largas","branco","alargando","comestivel"
"sem_odor","livres","proximas","largas","vermelho","alargando","comestivel"
"cheiro_ruim","livres","proximas","largas","branco","afunilando","venenoso"
"sem_odor","livres","proximas","largas","vermelho","alargando","comestivel"
"cheiro_ruim","livres","proximas","largas","cinza","alargando","venenoso"
"cheiro_ruim","livres","proximas","largas","cinza","alargando","venenoso"
"cheiro_ruim","livres","proximas","largas","cinza","alargando","venenoso"
"sem_odor","livres","proximas","largas","branco","alargando","comestivel"
"cheiro_ruim","livres","proximas","largas","rosa","afunilando","venenoso"
"sem_odor","livres","aglomeradas","estreitas","branco","alargando","comestivel"
"sem_odor","livres","aglomeradas","estreitas","branco","alargando","comestivel"
"sem_odor","livres","proximas","largas","verde","alargando","venenoso"
"peixe","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"cheiro_ruim","livres","proximas","largas","chocolate","afunilando","venenoso"
"sem_odor","livres","proximas","estreitas","rosa","alargando","comestivel"
"cheiro_ruim","livres","proximas","largas","branco","afunilando","venenoso"
"sem_odor","livres","proximas","estreitas","rosa","alargando","comestivel"
"peixe","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"cheiro_ruim","livres","proximas","largas","rosa","afunilando","venenoso"
"sem_odor","livres","proximas","largas","branco","alargando","comestivel"
"sem_odor","livres","proximas","largas","vermelho","alargando","comestivel"
"picante","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"cheiro_ruim","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"cheiro_ruim","livres","proximas","largas","rosa","afunilando","venenoso"
"cheiro_ruim","livres","proximas","largas","rosa","alargando","venenoso"
"sem_odor","livres","proximas","largas","vermelho","alargando","comestivel"
"sem_odor","livres","proximas","largas","vermelho","alargando","comestivel"
"cheiro_ruim","livres","proximas","largas","branco","afunilando","venenoso"
"cheiro_ruim","livres","proximas","largas","chocolate","alargando","venenoso"
"sem_odor","livres","proximas","largas","cinza","alargando","venenoso"
"cheiro_ruim","livres","proximas","largas","chocolate","alargando","venenoso"
"cheiro_ruim","livres","proximas","largas","rosa","afunilando","venenoso"
"sem_odor","livres","proximas","largas","branco","alargando","comestivel"
"sem_odor","livres","proximas","largas","vermelho","alargando","comestivel"
"sem_odor","livres","proximas","largas","verde","alargando","venenoso"
"cheiro_ruim","livres","proximas","largas","cinza","alargando","venenoso"
"peixe","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"cheiro_ruim","livres","proximas","largas","chocolate","afunilando","venenoso"
"cheiro_ruim","livres","proximas","largas","chocolate","afunilando","venenoso"
"picante","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"sem_odor","livres","proximas","largas","cinza","alargando","venenoso"
"sem_odor","livres","aglomeradas","estreitas","branco","alargando","comestivel"
"cheiro_ruim","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"cheiro_ruim","livres","proximas","largas","branco","afunilando","venenoso"
"cheiro_ruim","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"sem_odor","livres","aglomeradas","estreitas","branco","alargando","comestivel"
"peixe","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"cheiro_ruim","livres","proximas","largas","rosa","afunilando","venenoso"
"peixe","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"sem_odor","livres","proximas","estreitas","chocolate","alargando","comestivel"
"sem_odor","livres","proximas","largas","branco","alargando","venenoso"
"sem_odor","livres","proximas","largas","branco","alargando","comestivel"
"peixe","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"cheiro_ruim","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"cheiro_ruim","livres","proximas","largas","branco","afunilando","venenoso"
"cheiro_ruim","livres","proximas","largas","rosa","alargando","venenoso"
"sem_odor","livres","proximas","largas","verde","alargando","venenoso"
"picante","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"picante","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"sem_odor","livres","proximas","largas","vermelho","alargando","comestivel"
"cheiro_ruim","livres","proximas","largas","rosa","afunilando","venenoso"
"sem_odor","livres","aglomeradas","estreitas","branco","alargando","comestivel"
"sem_odor","livres","proximas","estreitas","branco","alargando","comestivel"
"peixe","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"sem_odor","livres","aglomeradas","estreitas","branco","alargando","comestivel"
"cheiro_ruim","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"picante","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"sem_odor","livres","proximas","largas","vermelho","alargando","comestivel"
"sem_odor","livres","proximas","largas","verde","alargando","venenoso"
"cheiro_ruim","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"cheiro_ruim","livres","proximas","largas","cinza","alargando","venenoso"
"sem_odor","livres","aglomeradas","estreitas","branco","alargando","comestivel"
"cheiro_ruim","livres","proximas","largas","rosa","afunilando","venenoso"
"sem_odor","livres","proximas","largas","verde","alargando","venenoso"
"cheiro_ruim","livres","proximas","largas","chocolate","alargando","venenoso"
"sem_odor","livres","proximas","largas","branco","alargando","comestivel"
"cheiro_ruim","livres","proximas","largas","rosa","alargando","venenoso"
"picante","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"peixe","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"cheiro_ruim","livres","proximas","largas","cinza","alargando","venenoso"
"sem_odor","livres","proximas","largas","cinza","alargando","venenoso"
"cheiro_ruim","livres","proximas","largas","rosa","afunilando","venenoso"
"sem_odor","livres","proximas","largas","branco","alargando","comestivel"
"sem_odor","livres","aglomeradas","estreitas","branco","alargando","comestivel"
"cheiro_ruim","livres","proximas","largas","chocolate","afunilando","venenoso"
"sem_odor","livres","proximas","largas","vermelho","alargando","comestivel"
"sem_odor","livres","proximas","largas","vermelho","alargando","comestivel"
"sem_odor","livres","proximas","largas","vermelho","alargando","comestivel"
"cheiro_ruim","livres","proximas","largas","chocolate","alargando","venenoso"
"cheiro_ruim","livres","proximas","largas","chocolate","afunilando","venenoso"
"cheiro_ruim","livres","proximas","largas","cinza","alargando","venenoso"
"sem_odor","livres","proximas","largas","vermelho","alargando","comestivel"
"cheiro_ruim","livres","proximas","largas","rosa","afunilando","venenoso"
"sem_odor","livres","aglomeradas","estreitas","branco","alargando","comestivel"
"cheiro_ruim","livres","proximas","largas","cinza","alargando","venenoso"
"cheiro_ruim","livres","proximas","largas","cinza","alargando","venenoso"
"sem_odor","livres","proximas","largas","verde","alargando","venenoso"
"peixe","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"cheiro_ruim","livres","proximas","largas","rosa","alargando","venenoso"
"cheiro_ruim","livres","proximas","largas","cinza","alargando","venenoso"
"sem_odor","livres","proximas","largas","cinza","alargando","venenoso"
"sem_odor","livres","proximas","largas","vermelho","alargando","comestivel"
"cheiro_ruim","livres","proximas","largas","cinza","alargando","venenoso"
"sem_odor","livres","proximas","largas","vermelho","alargando","comestivel"
"sem_odor","livres","proximas","estreitas","branco","alargando","venenoso"
"cheiro_ruim","livres","proximas","largas","cinza","alargando","venenoso"
"cheiro_ruim","livres","proximas","largas","cinza","alargando","venenoso"
"peixe","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"sem_odor","livres","proximas","largas","branco","alargando","comestivel"
"cheiro_ruim","livres","proximas","largas","branco","afunilando","venenoso"
"cheiro_ruim","livres","proximas","largas","branco","afunilando","venenoso"
"cheiro_ruim","livres","proximas","largas","chocolate","alargando","venenoso"
"sem_odor","livres","proximas","largas","branco","alargando","comestivel"
"cheiro_ruim","livres","proximas","largas","rosa","alargando","venenoso"
"cheiro_ruim","livres","proximas","largas","rosa","alargando","venenoso"
"sem_odor","livres","proximas","largas","branco","alargando","comestivel"
"sem_odor","livres","proximas","largas","vermelho","alargando","comestivel"
"cheiro_ruim","livres","proximas","largas","chocolate","alargando","venenoso"
"cheiro_ruim","livres","proximas","largas","rosa","afunilando","venenoso"
"cheiro_ruim","livres","proximas","largas","cinza","alargando","venenoso"
"cheiro_ruim","livres","proximas","largas","branco","afunilando","venenoso"
"cheiro_ruim","livres","proximas","largas","rosa","afunilando","venenoso"
"sem_odor","livres","proximas","estreitas","branco","alargando","venenoso"
"cheiro_ruim","livres","proximas","largas","chocolate","afunilando","venenoso"
"sem_odor","livres","proximas","largas","vermelho","alargando","comestivel"
"cheiro_ruim","livres","proximas","largas","cinza","alargando","venenoso"
"cheiro_ruim","livres","proximas","largas","rosa","afunilando","venenoso"
"sem_odor","livres","aglomeradas","estreitas","branco","alargando","comestivel"
"cheiro_ruim","livres","proximas","largas","rosa","alargando","venenoso"
"sem_odor","livres","aglomeradas","estreitas","branco","alargando","comestivel"
"cheiro_ruim","livres","proximas","largas","rosa","alargando","venenoso"
"peixe","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"sem_odor","livres","proximas","largas","branco","alargando","comestivel"
"cheiro_ruim","livres","proximas","largas","chocolate","afunilando","venenoso"
"cheiro_ruim","livres","proximas","largas","chocolate","alargando","venenoso"
"cheiro_ruim","livres","proximas","largas","rosa","alargando","venenoso"
"peixe","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"sem_odor","livres","proximas","estreitas","branco","alargando","comestivel"
"cheiro_ruim","livres","proximas","largas","rosa","alargando","venenoso"
"cheiro_ruim","livres","proximas","largas","chocolate","afunilando","venenoso"
"cheiro_ruim","livres","proximas","largas","branco","afunilando","venenoso"
